PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
15315,11809,2.512724536606465e-07,1.19859817721928,-1.5255108440462424,0.03968793208347004
23026,59396,3.924662737072319e-07,0.7729708573924522,1.0144147137044701,0.01632188384636836
15315,15351,1.6904616397653534e-06,0.43877355249509087,2.948423110470072,0.045969227719428955
24053,59396,2.4624704128555714e-06,0.8299548242944313,1.138955036546371,0.018799296769107326
64936,38762,3.5061631524880953e-06,0.8163027766160699,1.182561696550432,0.025511325364996857
91233,59459,6.352345896282947e-06,0.6613067673976043,2.576686118575457,0.017421757320520013
22517,59396,7.037714128314996e-06,0.9558092691393416,0.05967427768811082,0.019878214237555966
13181,19849,8.790241659411922e-06,0.2507863222231321,4.395034113462898,0.051086673323763855
16084,83879,9.12212614090795e-06,1.1629509664157511,-1.5715229253879048,0.03125966277885324
64936,23229,1.566217287502634e-05,1.1222923753765293,-0.6962194293216055,0.023053801555895148
86136,18724,1.602075171720611e-05,0.7925014243154318,2.506940524296317,0.01855727562693064
11533,19849,1.627403653075049e-05,0.2580924823601203,6.77461304067061,0.0596985813955308
52708,77496,1.7004143901359804e-05,0.568803321105352,2.341981459332373,0.03016307538880114
41355,79323,1.732031041243679e-05,1.0675159343923792,0.8239732974495996,0.033421754125970836
41355,41080,1.9887813311859755e-05,0.9669025655710682,0.835119018932634,0.03110482069160088
91952,91873,2.285751673212542e-05,0.9058559655359167,0.18388816439496952,0.0013569545438805782
64936,22517,2.4698855293819655e-05,1.0658627187470422,0.3593663451608291,0.020627907493314314
25953,27334,2.8551813226970443e-05,0.6592499444600315,1.23239394359299,0.019519054006658872
48506,49373,3.405022677306238e-05,0.8142871282474892,2.805028635925339,0.028432043951081412
91152,80286,3.5638117304560664e-05,1.043867472455477,1.3169016163502774,0.03144088836473316
