PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
66157,13405,6.339482223125055e-07,0.5430584125879739,1.9396245466582136,0.02733813618072866
15826,84767,6.921908845447305e-07,2.086033673501026,-6.229784339172332,0.07611555875031611
16932,78840,1.2601202783397456e-06,1.1469199691657108,-0.5119637751675703,0.07429186207018917
48506,14039,2.496990455697703e-06,1.192062444935236,1.2379577481737443,0.03250063381452418
26403,84129,4.313325030970606e-06,1.300725178593193,-0.5333918434421507,0.0482572456852667
71563,20067,1.6921447078040793e-05,0.3884807818837532,3.1639954290855288,0.03873832669989094
93269,86964,1.8947038054863887e-05,2.969561153998088,-11.74677458872431,0.13736792269257228
15826,86964,2.06751249435392e-05,1.87555926379054,-5.223033522032967,0.0847379551375731
15826,80183,2.277615861506387e-05,2.3270050410427685,-7.667013721383221,0.09344722360152734
13788,16649,2.697055346012256e-05,0.24439997341958314,4.019417502417641,0.0324864972113433
82515,90790,2.7230471722238367e-05,0.6102343363262185,4.243167786922864,0.044490404510433026
88360,58246,2.8399693121576874e-05,1.7589939707328923,-4.146198369508635,0.06152240472140413
93312,13405,3.9976455368518e-05,0.8040914788348532,1.239597810623971,0.030720834560874904
15826,80683,4.348377595673068e-05,2.6401514603640464,-6.068207546202563,0.0934334421711741
86158,28388,4.4453771996043476e-05,0.6220830105170374,2.1189725565343474,0.03059464604635822
15707,53065,5.321846071123526e-05,0.8750798346862038,-0.31444861426912774,0.03126662495353478
80381,91041,5.681623316693498e-05,0.8075305641218578,1.6756019719410697,0.036725837606888204
66157,82515,5.9250865258905476e-05,0.717738693388057,-0.375575080254341,0.035196169564552945
13586,93374,6.205540077295249e-05,0.9529149103310582,0.03623904816408918,0.027196579708599337
15850,16932,6.279956972852192e-05,0.8527338096855562,0.45999429962890115,0.06647415855995756
