PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
45356,84381,6.864973984657417e-07,0.7805914780596613,-0.19489263252135852,0.022464086814668303
76841,18213,1.6753245776629881e-06,0.2831265384370871,4.667400056375249,0.05568896308665033
86755,84381,2.0683547987694994e-05,0.5418265354052423,2.806459673938904,0.021664621811636614
86356,13181,3.0616901151483275e-05,1.0067659007529157,-0.5292492582408002,0.03706568764194824
14988,89031,3.735819160949383e-05,0.67056430102617,1.6853704855735017,0.04195993212459027
13687,21237,3.769086054438379e-05,1.2399074469929303,0.8806547819113858,0.06492086365883303
18077,15052,6.489546645852089e-05,6.042676619282867,-17.750715790262525,0.14180352105756716
86356,17023,6.716183571335234e-05,0.2715296546551053,2.715289545019342,0.036979899243103104
85035,15073,7.533609470699183e-05,11.743387935284996,-40.92168498208607,0.04610482774047697
13628,19794,8.001027101208302e-05,0.3629848182911806,3.7889207329265964,0.03785290824793908
86356,18136,8.339790941408599e-05,0.42408042700707477,2.136273056412719,0.03708318530374297
86755,45356,0.0001057076777718401,0.6758447361383887,3.0191677487586444,0.022782306240025838
84381,12314,0.00016875505139364352,1.7462933365447124,-1.764990291873332,0.04048304014754322
20189,86356,0.00019850272743219134,2.3934110184603794,-4.990555316438369,0.09237728206522691
91706,18908,0.00023059425393281722,0.0020073312927392077,4.694392076621839,0.0002837887052488104
18940,17342,0.00025201230022831055,4.722566388857217,-11.500973884058457,0.17579012690192286
77496,14297,0.00026752484914853143,1.6610536082441658,-2.9240183419090653,0.04733242997068305
91706,85414,0.00027916461195976713,0.008362987992386429,4.686623340382097,0.00029187427373465475
75510,79686,0.00027997778103839443,0.8941784687585859,1.0803562432261389,0.0445463168465927
12448,15336,0.0002881796483989624,0.7368419025436941,1.4547951080407984,0.030520815551860092
