PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
45356,19880,3.86681214309957e-07,0.5325759558318187,1.7573616862988175,0.030158479521596726
38156,79145,2.2836698735656432e-06,0.7468085779595893,-0.021985477821594906,0.02923791458964352
76795,16655,3.0182722282800935e-06,0.2621908965765756,4.51993780079893,0.029644962991656504
85246,77857,5.793905361114032e-06,1.3022848671988398,0.7588111283248867,0.04160600068485148
52708,77496,6.904695223266188e-06,0.5010670547297421,2.6714817296491407,0.024585047160309348
91233,59459,7.736904373997787e-06,0.6821168608785,2.464880297509542,0.01712101586210189
25582,22293,7.883887143194533e-06,0.3952717434117414,3.975549207380375,0.019258179175296604
22517,59396,1.141419037240129e-05,0.9394562251999451,0.11648930320520143,0.019701763824414027
66093,11533,1.2152255638651227e-05,0.476859289793997,-0.5578966734424825,0.02814133236805942
24053,59396,1.5713350803495506e-05,0.8380452191510593,1.1108060348201276,0.018515999611933717
91703,23209,1.608340773333547e-05,0.12045529871584522,3.677905909809141,0.0030350172092185666
10693,20923,1.645884403595966e-05,1.7066439902774782,-1.168636158002821,0.03690542147951806
82654,21297,1.675107198208014e-05,0.5456035617333821,2.874410050180926,0.026267453031209996
93144,23209,3.535310353286008e-05,0.11898367883070443,4.092189060470296,0.0031769259759376663
25232,14439,3.847311742816514e-05,2.0175182097177538,-3.688243472241,0.034189478738786
71175,29612,3.852061761114771e-05,1.017686292211726,-1.4096676622001079,0.028511046607186365
87212,16309,3.92653152614571e-05,0.6486603763463954,0.30904164472398515,0.03109432689564971
34746,76892,4.0842904227331526e-05,0.9781871775303695,-0.802766176766778,0.015987864453278013
25953,82694,4.4491248093871766e-05,0.34765677110303217,3.1380577393096623,0.019320890353694806
93142,91702,4.813615137740303e-05,0.9808092007556348,0.5205043367931192,0.0011905423478786434
