PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
86755,19988,1.52607623664864e-06,1.001164972486294,0.8826252215363366,0.0003786694102293221
85348,28302,1.6017129867537554e-05,1.0366659923560102,0.785744600169112,0.019049638866006417
30681,89533,4.020295900332151e-05,0.5091539805598754,2.1205866913865465,0.03701082866927607
11891,80864,0.00012799979026930971,1.0134128290297502,-1.8125324649479064,0.03934161003849181
17676,78981,0.00019098005529907976,1.3403532666546267,-3.1934930055760273,0.03569619535845392
61735,85753,0.0003101009309185889,0.7475168586294816,1.7480985854721127,0.021134874765992313
90505,30681,0.0003573652321730751,1.5007170893341604,-2.71594156611314,0.06579216698499363
92221,81501,0.0004308224177980406,1.0149783870510956,3.058561970194878,0.05947190086253905
84769,16087,0.0004535302203512707,1.0219397115550708,0.06889974079631891,0.017970282846638964
93144,91702,0.0005348540328672807,0.44180832104585566,2.594557392805342,0.0016131628520856232
63263,79785,0.0005861007367603207,1.2811963855147896,-5.996570274925876,0.04790282494700911
80681,93246,0.0006131433620332174,0.28993354742900634,4.016101912614715,0.03243439063452029
71563,90776,0.0006353992482495929,0.5060718919300611,1.6819556559089557,0.04075554112321453
92596,91090,0.0006905273246167376,0.5554558656365333,1.427533008145525,0.0471321600247716
56573,61313,0.0007362558522427028,0.8840480191306824,1.7864664371276997,0.020975032485713557
77605,79686,0.0007383047921418604,0.5565511269814685,0.5000505533471586,0.030801978583516108
34746,90776,0.0007550225043250683,0.38266250185208245,1.917110298870496,0.03742990908847538
89533,13527,0.0007865008077529348,1.2822312451471258,-2.1325136059271053,0.0668035352721467
86783,15053,0.0008321115757803037,1.3862762658540306,3.1219176834138525,0.042473690028272226
88863,70228,0.0008774508274389055,1.8460889900265431,-3.355889091181182,0.07363269275355241
