PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
12872,93094,8.339654613347693e-08,0.6631496535171375,2.5672544511186035,0.06501967252166577
88352,85926,1.058996675504409e-07,0.8561503280071935,3.3845856480466687,0.04379100865593289
59176,28804,2.26802542551897e-07,0.5699117458022338,2.530072657997726,0.033332336271699806
91937,15850,2.98419604525858e-07,0.5237409939573646,2.257996280617242,0.04129868444404306
84588,90427,4.801220161728881e-07,0.8740527431834805,1.784121626932501,0.05475762350054688
90558,90427,5.483847628830965e-07,0.8859811497670961,-0.6036589074165972,0.051974245774048064
13788,56573,6.341242736131979e-07,0.9955428452933254,-0.2032524508542823,0.030733257129786095
90520,90427,9.196333930618723e-07,0.8986968786408468,0.9413094729194961,0.040961199263415404
77357,15291,1.1766145071712712e-06,0.4519759883554642,3.1706192444028978,0.05255742269839441
91937,15735,1.2924706780554947e-06,1.1047697930275775,-1.0689482970473652,0.04590016136148654
49015,27888,1.5686874188399395e-06,1.480650306347015,-2.723413892552744,0.0707801304880122
91937,14970,2.4353245857606855e-06,0.41204595167572505,2.4084766273770586,0.03595755206968326
85257,90427,2.5284733376607545e-06,0.7102834745282369,1.6637241731913022,0.04217429204871521
18428,92490,2.536737092029366e-06,1.493186951691759,-2.2565805468480877,0.048099394672451404
80563,15397,2.5683844799582577e-06,2.063296774682539,-6.3883720620488695,0.12174650600404566
18428,92585,2.733026666693452e-06,1.7105950336574398,-3.670871861861994,0.04796913729636073
75819,79145,3.223056052823081e-06,0.6793768651366096,0.9344699234857589,0.06105948873310848
13527,91321,3.513178249001461e-06,0.9144296848544426,2.480653234644897,0.07796369578607233
90401,83879,4.25345936487401e-06,0.7556661627031205,-0.508131208445185,0.037596152751900674
34817,15046,4.2876086551112315e-06,0.766310172643244,0.04300831603060847,0.04571285400522667
