PERMNO1,PERMNO2,p_value,alpha,beta,spread_sd
16140,88281,1.6967849242964888e-06,2.1179903497674224,-6.951316343950291,0.09296824249373
85035,15073,2.4577988252646142e-06,11.882191542313999,-41.47474278999147,0.046499863231331706
11786,13405,3.6294703587641046e-06,1.060673238176133,2.300863316258451,0.058399400476657176
58771,76892,5.920491337881262e-06,1.074654566863837,0.09152908601458512,0.02923126053616302
85631,61313,6.483752464127607e-06,2.387360521924911,-4.101929226837684,0.048274918417914744
39571,90850,9.66926126490547e-06,1.0603062352100587,0.08864671879841098,0.024953701881161545
89617,78947,1.2639017454116493e-05,1.2274403878481792,1.2425870677752457,0.028142372112192875
58246,16092,1.9617833044929352e-05,0.980104321203801,0.5169803820956578,0.027475839419747336
88504,82779,2.0516473131849005e-05,0.20829015524525046,3.304226468201702,0.03679636294678607
75154,49015,3.2937987670613704e-05,2.025007086641861,-5.551694729232237,0.07217977227035674
85035,91701,3.63166630304713e-05,2.9365314366025,-6.953231371483535,0.04597244848646529
14724,85035,3.853769027034926e-05,0.25538616071614,2.674279775180907,0.01211995933992691
14009,19514,4.10537128383445e-05,0.8592135736425023,0.47813242398505695,0.00825938826246764
60442,49656,4.174398397315259e-05,0.7648386920109732,2.2177001671720533,0.02336982300104579
86356,13181,5.412137431528839e-05,0.9636813447602466,-0.3376558493494001,0.034047421972641004
86868,85631,5.750393770769021e-05,0.5603864335454525,2.805431523482867,0.03012710787294338
11990,13103,6.0335396869025454e-05,0.6921894020017554,0.7590592379052398,0.04724795800642095
13608,58246,6.055625940816951e-05,0.9259246521125221,-0.18680403316208974,0.028212780103424526
89468,12981,6.134950800347429e-05,0.5544385813120325,2.428587911349143,0.027099744525065153
12508,58246,6.200788220084493e-05,0.8888526906524391,-0.11944748965235981,0.026816347486089843
