,timestamp,PERMNO,quantity,price
0,2020-06-01,84032,0.040352808751080944,12.55
1,2020-06-01,12641,-0.016501914081375267,29.91
2,2020-06-02,34746,-0.027219208960781928,20.21
3,2020-06-02,84032,0.03542518007107065,12.7
4,2020-06-02,43350,0.0031732610584674003,126.95
5,2020-06-02,92490,-0.0109009585364652,54.78
6,2020-06-04,13353,0.018863371850476804,26.2
7,2020-06-04,90569,-0.003064588327178307,165.04
8,2020-06-05,16084,0.01813616833943664,24.73
9,2020-06-05,36397,-0.04650021559576154,11.86
10,2020-06-05,79057,-0.0045546055007508555,142.43
11,2020-06-05,13003,0.05105923525117088,6.88
12,2020-06-05,43350,-0.0031732610584674003,150.64
13,2020-06-05,92490,0.0109009585364652,56.68
14,2020-06-08,61621,-0.009795949854016555,80.11
15,2020-06-08,25232,0.004571929846956963,47.08
16,2020-06-08,16084,0.015788943682999823,26.51
17,2020-06-08,76892,-0.008859288480324162,65.63
18,2020-06-17,79057,0.0045546055007508555,130.56
19,2020-06-17,13003,-0.05105923525117088,7.32
20,2020-06-18,34746,0.027219208960781928,21.22
21,2020-06-18,84032,-0.03542518007107065,12.0
22,2020-06-24,34746,-0.026729845145646396,20.58
23,2020-06-24,84032,0.03771163343693187,11.93
24,2020-06-25,34746,0.026729845145646396,19.77
25,2020-06-25,84032,-0.03771163343693187,11.01
26,2020-06-25,13284,0.019736399377671965,34.93
27,2020-06-25,12641,-0.010890868504134585,28.52
28,2020-06-26,34746,-0.027560130916703545,19.96
29,2020-06-26,84032,0.0370898422838085,12.13
30,2020-06-30,84032,-0.07744265103488945,12.01
31,2020-06-30,12641,0.027392782585509853,29.13
32,2020-06-30,13353,-0.018863371850476804,24.18
33,2020-06-30,90569,0.003064588327178307,161.45
34,2020-06-30,16084,-0.03392511202243646,19.71
35,2020-06-30,36397,0.04650021559576154,9.44
36,2020-06-30,61621,0.009795949854016555,73.599
37,2020-06-30,25232,-0.004571929846956963,31.38
38,2020-06-30,76892,0.008859288480324162,54.4
39,2020-06-30,13284,-0.019736399377671965,36.51
40,2020-06-30,34746,0.027560130916703545,18.52
