,timestamp,PERMNO,quantity,price
0,2024-02-01,15054,0.015461665244866673,29.45
1,2024-02-01,13356,-0.0037477049373059695,145.33
2,2024-02-05,57904,0.008168277340545227,76.15
3,2024-02-05,18575,-0.005791996330332223,65.26
4,2024-02-05,13407,-0.0007478781457807876,469.88
5,2024-02-05,84761,0.003913752213737168,165.72
6,2024-02-07,18592,-0.01103477073125307,52.34
7,2024-02-07,79545,0.012262412189440183,34.45
8,2024-02-07,57904,0.009080953825863276,77.37
9,2024-02-07,83188,-0.006261191631430698,47.5
10,2024-02-08,18592,0.01103477073125307,53.99
11,2024-02-08,79545,-0.012262412189440183,32.0
12,2024-02-08,90175,-0.0023627082495011795,117.0
13,2024-02-08,84403,0.00525005902487565,137.82
14,2024-02-08,15054,-0.015461665244866673,27.99
15,2024-02-08,13356,0.0037477049373059695,146.68
16,2024-02-08,15272,-0.003552371694696222,75.83
17,2024-02-08,92596,0.021731816014015037,33.62
18,2024-02-08,57904,0.009500928344453909,78.63
19,2024-02-08,91457,-0.0028681483646171816,88.19
20,2024-02-09,57904,-0.009500928344453909,77.73
21,2024-02-09,91457,0.0028681483646171816,86.6
22,2024-02-09,77338,0.0013020123675911634,548.49
23,2024-02-09,20189,-0.0023985503985561553,119.18
24,2024-02-12,13407,0.0007478781457807876,468.19
25,2024-02-12,84761,-0.003913752213737168,154.83
26,2024-02-13,15054,0.0167099464756449,27.25
27,2024-02-13,13356,-0.0037663644183574896,144.61
28,2024-02-14,15054,-0.0167099464756449,27.41
29,2024-02-14,13356,0.0037663644183574896,146.21
30,2024-02-15,57904,-0.008168277340545227,79.19
31,2024-02-15,18575,0.005791996330332223,73.22
32,2024-02-16,15272,0.003552371694696222,84.41
33,2024-02-16,92596,-0.021731816014015037,30.4
34,2024-02-16,13323,-0.002512763751719027,134.49
35,2024-02-16,80128,0.0028792659086340267,229.94
36,2024-02-16,18576,-0.004121220468410581,80.55
37,2024-02-16,75912,0.0036812458878576495,181.47
38,2024-02-20,15054,0.016432552921736683,27.71
39,2024-02-20,13356,-0.003791534692228866,143.65
40,2024-02-23,57904,-0.009080953825863276,79.71
41,2024-02-23,83188,0.006261191631430698,40.84
42,2024-02-23,15054,-0.016432552921736683,28.14
43,2024-02-23,13356,0.003791534692228866,145.96
44,2024-02-23,83143,-0.009412244285246806,72.94
45,2024-02-23,80575,0.0015986888098434202,196.08
46,2024-02-23,16523,-0.007057384164335994,111.86
47,2024-02-23,15397,0.000517985258000924,406.5
48,2024-02-26,18724,-0.07967720169163407,9.25
49,2024-02-26,76226,0.023480882531462924,11.2
50,2024-02-28,15054,0.015949073256088388,28.55
51,2024-02-28,13356,-0.0037627216479355894,144.75
52,2024-02-29,90175,0.0023627082495011795,117.87
53,2024-02-29,84403,-0.00525005902487565,141.52
54,2024-02-29,77338,-0.0013020123675911634,546.15
55,2024-02-29,20189,0.0023985503985561553,123.35
56,2024-02-29,13323,0.002512763751719027,123.694
57,2024-02-29,80128,-0.0028792659086340267,212.12
58,2024-02-29,18576,0.004121220468410581,78.35
59,2024-02-29,75912,-0.0036812458878576495,184.5
60,2024-02-29,83143,0.009412244285246806,76.85
61,2024-02-29,80575,-0.0015986888098434202,210.0
62,2024-02-29,16523,0.007057384164335994,111.56
63,2024-02-29,15397,-0.000517985258000924,393.86
64,2024-02-29,18724,0.07967720169163407,8.97
65,2024-02-29,76226,-0.023480882531462924,11.38
66,2024-02-29,15054,-0.015949073256088388,28.86
67,2024-02-29,13356,0.0037627216479355894,141.24
