,timestamp,PERMNO,quantity,price
0,2021-10-05,83879,-0.004533703552340661,118.31
1,2021-10-05,86121,0.012399506090467406,37.39
2,2021-10-11,58246,-0.0041595116864877515,116.17
3,2021-10-11,13604,0.00854197565918542,60.5
4,2021-10-12,89525,0.011283260428653772,52.37
5,2021-10-12,22103,-0.004322650584862659,94.64
6,2021-10-13,16595,-0.005687090330961431,76.15
7,2021-10-13,88860,0.0009315129085905376,608.61
8,2021-10-15,58246,-0.004827538045632057,120.89
9,2021-10-15,59396,0.01687875661384437,24.67
10,2021-10-18,13788,-0.0028064893470426443,201.98
11,2021-10-18,90248,0.0009456907595395981,458.02
12,2021-10-18,81655,0.003998754293469393,148.5
13,2021-10-18,81073,-0.0005630353849627056,721.42
14,2021-10-21,85663,-0.0011357113647040963,362.36
15,2021-10-21,81655,0.0041102439748957435,143.17
16,2021-10-21,13788,0.0028064893470426443,207.08
17,2021-10-21,90248,-0.0009456907595395981,460.65
18,2021-10-21,83443,0.0018386625289358233,286.99
19,2021-10-21,58246,-0.0037396852004806655,126.3
20,2021-10-21,17778,1.2182045006720546e-06,432689.5
21,2021-10-21,58246,-0.003744225682553121,126.3
22,2021-10-22,92655,-0.0011817277031869623,440.84
23,2021-10-22,90038,0.002894195017684023,165.52
24,2021-10-25,16595,0.005687090330961431,55.96
25,2021-10-25,88860,-0.0009315129085905376,590.0
26,2021-10-28,16595,0.00822080350612591,52.68
27,2021-10-28,88860,-0.0008610824455068987,658.39
28,2021-10-28,13788,-0.0027013663663537613,209.84
29,2021-10-28,90248,0.000901822364531182,480.3
30,2021-10-29,83879,0.004533703552340661,112.29
31,2021-10-29,86121,-0.012399506090467406,36.5
32,2021-10-29,58246,0.016470960615153598,122.5
33,2021-10-29,13604,-0.00854197565918542,67.3
34,2021-10-29,89525,-0.011283260428653772,51.54
35,2021-10-29,22103,0.004322650584862659,97.2
36,2021-10-29,59396,-0.01687875661384437,26.02
37,2021-10-29,81655,-0.008108998268365137,144.11
38,2021-10-29,81073,0.0005630353849627056,732.52
39,2021-10-29,85663,0.0011357113647040963,369.69
40,2021-10-29,83443,-0.0018386625289358233,288.81
41,2021-10-29,17778,-1.2182045006720546e-06,435052.8
42,2021-10-29,92655,0.0011817277031869623,454.41
43,2021-10-29,90038,-0.002894195017684023,163.87
44,2021-10-29,16595,-0.00822080350612591,53.97
45,2021-10-29,88860,0.0008610824455068987,629.18
46,2021-10-29,13788,0.0027013663663537613,213.16
47,2021-10-29,90248,-0.000901822364531182,478.38
