,timestamp,PERMNO,quantity,price
0,2021-09-03,13527,0.0026755091193214125,186.2
1,2021-09-03,87812,-0.0031922404706256563,157.2
2,2021-09-08,14776,0.010534355539916029,46.49
3,2021-09-08,84723,-0.005601073665744279,91.1
4,2021-09-09,60097,-0.0057154313196052225,135.18
5,2021-09-09,18145,0.0023432398414650244,97.04
6,2021-09-09,92655,0.0012233374030575183,415.34
7,2021-09-09,90038,-0.002870224314471294,171.38
8,2021-09-09,18480,-0.006135558065277879,87.58
9,2021-09-09,86949,0.009964415779516764,46.43
10,2021-09-10,87657,-0.003310066580318918,122.59
11,2021-09-10,84767,0.0029290626406994814,202.87
12,2021-09-13,18579,-0.008614736421795003,41.83
13,2021-09-13,88403,0.00590460237677758,108.33
14,2021-09-13,90520,-0.0026872564764131228,154.76
15,2021-09-13,71271,0.0009126307538752345,640.04
16,2021-09-20,92655,-0.0012233374030575183,416.92
17,2021-09-20,90038,0.002870224314471294,158.71
18,2021-09-20,86755,0.0017560773363834872,367.46
19,2021-09-20,18579,-0.008395546082189915,42.25
20,2021-09-20,16523,0.006990359674341387,100.13
21,2021-09-20,75694,-0.0005712618482783379,525.25
22,2021-09-21,13527,-0.0026755091193214125,189.87
23,2021-09-21,87812,0.0031922404706256563,141.85
24,2021-09-22,60097,0.0057154313196052225,128.79
25,2021-09-22,18145,-0.0023432398414650244,96.55
26,2021-09-23,18579,0.008614736421795003,44.2
27,2021-09-23,88403,-0.00590460237677758,106.27
28,2021-09-24,18579,-0.008268802765573312,43.58
29,2021-09-24,88403,0.00602019365154179,106.25
30,2021-09-27,86223,0.029917244542833586,21.61
31,2021-09-27,24643,-0.011112491211234402,31.81
32,2021-09-27,13210,-0.0006900356915247842,621.13
33,2021-09-27,90396,0.011382432886916547,50.2
34,2021-09-29,34833,-0.007916636709678064,30.17
35,2021-09-29,86144,0.010056217075822604,75.69
36,2021-09-30,14776,-0.010534355539916029,50.81
37,2021-09-30,84723,0.005601073665744279,97.9
38,2021-09-30,18480,0.006135558065277879,82.11
39,2021-09-30,86949,-0.009964415779516764,43.07
40,2021-09-30,87657,0.003310066580318918,114.0
41,2021-09-30,84767,-0.0029290626406994814,193.84
42,2021-09-30,18579,0.016664348847763227,40.8
43,2021-09-30,90520,0.0026872564764131228,154.76
44,2021-09-30,71271,-0.0009126307538752345,629.88
45,2021-09-30,86755,-0.0017560773363834872,360.97
46,2021-09-30,16523,-0.006990359674341387,99.92
47,2021-09-30,75694,0.0005712618482783379,494.42
48,2021-09-30,88403,-0.00602019365154179,103.77
49,2021-09-30,86223,-0.029917244542833586,21.93
50,2021-09-30,24643,0.011112491211234402,32.0
51,2021-09-30,13210,0.0006900356915247842,572.52
52,2021-09-30,90396,-0.011382432886916547,49.7
53,2021-09-30,34833,0.007916636709678064,29.83
54,2021-09-30,86144,-0.010056217075822604,76.48
