,timestamp,PERMNO,quantity,price
0,2024-09-03,89179,-0.001371816456935808,556.17
1,2024-09-03,90427,0.0014068303231409077,168.49
2,2024-09-04,66093,-0.03503969675191734,20.49
3,2024-09-04,11533,0.00016813213562878255,1677.47
4,2024-09-04,25582,-0.0026056955310356043,235.81
5,2024-09-04,89641,0.004011976449807431,96.1
6,2024-09-04,89003,-0.008571480716262547,82.7
7,2024-09-04,15534,0.0025762193147959235,113.01
8,2024-09-10,23026,-0.012873409239712343,44.51
9,2024-09-10,59396,0.012154983055519599,35.13
10,2024-09-11,25582,0.0026056955310356043,226.55
11,2024-09-11,89641,-0.004011976449807431,102.32
12,2024-09-11,88837,-0.0024444241880958836,180.3
13,2024-09-11,79210,0.0026701853372466566,209.45
14,2024-09-11,24010,0.0038653562406030513,121.03
15,2024-09-11,23229,-0.007677090799189451,69.32
16,2024-09-16,24010,-0.004061168380805336,127.81
17,2024-09-16,59396,0.013643746645369362,35.25
18,2024-09-16,24010,-0.0038653562406030513,127.81
19,2024-09-16,23229,0.007677090799189451,70.48
20,2024-09-17,88837,0.0024444241880958836,172.62
21,2024-09-17,79210,-0.0026701853372466566,219.59
22,2024-09-20,23026,0.012873409239712343,43.49
23,2024-09-20,59396,-0.012154983055519599,35.46
24,2024-09-20,86228,0.0030073035341340367,197.95
25,2024-09-20,89382,-0.0017658795070170494,229.18
26,2024-09-23,26710,0.008747606320867147,78.61
27,2024-09-23,89382,-0.0013552768998855973,230.47
28,2024-09-23,24010,-0.0036022489089103512,129.87
29,2024-09-23,23229,0.007574379934526226,70.26
30,2024-09-24,89179,0.001371816456935808,532.53
31,2024-09-24,90427,-0.0014068303231409077,175.96
32,2024-09-25,89179,0.0013647501258365136,529.5
33,2024-09-25,91547,-0.0017424601606330313,159.18
34,2024-09-27,12508,-0.010965155843518318,65.41
35,2024-09-27,70578,0.0011056035200010437,255.76
36,2024-09-27,79145,-0.0019027035802445928,182.74
37,2024-09-27,36003,0.012994022863468187,50.2
38,2024-09-30,66093,0.03503969675191734,22.003
39,2024-09-30,11533,-0.00016813213562878255,1921.61
40,2024-09-30,89003,0.008571480716262547,83.16
41,2024-09-30,15534,-0.0025762193147959235,124.96
42,2024-09-30,59396,-0.013643746645369362,35.46
43,2024-09-30,24010,0.007663417289715687,131.74
44,2024-09-30,86228,-0.0030073035341340367,199.12
45,2024-09-30,89382,0.003121156406902647,229.6
46,2024-09-30,26710,-0.008747606320867147,78.97
47,2024-09-30,23229,-0.007574379934526226,70.81
48,2024-09-30,89179,-0.0013647501258365136,523.53
49,2024-09-30,91547,0.0017424601606330313,160.0
50,2024-09-30,12508,0.010965155843518318,65.07
51,2024-09-30,70578,-0.0011056035200010437,254.5
52,2024-09-30,79145,0.0019027035802445928,178.21
53,2024-09-30,36003,-0.012994022863468187,50.02
