,timestamp,capital
0,2023-02-01,20.000000000000004
1,2023-02-02,19.958653685296568
2,2023-02-03,19.92159135708397
3,2023-02-06,19.909113518634395
4,2023-02-07,19.884507676751348
5,2023-02-08,19.97378735991498
6,2023-02-09,20.021701971628893
7,2023-02-10,20.04142535684696
8,2023-02-13,20.03885043275516
9,2023-02-14,20.09272276460364
10,2023-02-15,20.030680348351506
11,2023-02-16,20.0658765920082
12,2023-02-17,20.0451439141298
13,2023-02-21,20.069008027924
14,2023-02-22,20.085807475968995
15,2023-02-23,20.04474660629115
16,2023-02-24,19.99988159373538
17,2023-02-27,20.002991388835838
18,2023-02-28,20.01977025222742
