,timestamp,capital
0,2020-08-03,20.0
1,2020-08-04,20.014129990414027
2,2020-08-05,20.00496527795762
3,2020-08-06,20.004400560116302
4,2020-08-07,20.02233135053572
5,2020-08-10,19.994853688962728
6,2020-08-11,20.039442026575905
7,2020-08-12,20.02529759460397
8,2020-08-13,20.00273318762096
9,2020-08-14,19.99040467435953
10,2020-08-17,19.96771563409127
11,2020-08-18,19.962532519638486
12,2020-08-19,19.97091416796583
13,2020-08-20,19.958757784892814
14,2020-08-21,19.99696599147658
15,2020-08-24,20.02469793536477
16,2020-08-25,20.006593175342008
17,2020-08-26,20.058122387197137
18,2020-08-27,20.054393360936313
19,2020-08-28,20.024134011030696
20,2020-08-31,20.0385538000807
