,timestamp,capital
0,2022-05-02,20.0
1,2022-05-03,19.989895631035225
2,2022-05-04,20.001488735433128
3,2022-05-05,20.019939924432656
4,2022-05-06,19.98000420600779
5,2022-05-09,19.983445842528827
6,2022-05-10,19.98072259152908
7,2022-05-11,19.985265842646935
8,2022-05-12,19.964977571934224
9,2022-05-13,20.008797482655446
10,2022-05-16,19.986302721550786
11,2022-05-17,19.99839842671429
12,2022-05-18,19.970277127030226
13,2022-05-19,19.902302848698813
14,2022-05-20,19.904413121780834
15,2022-05-23,19.913245213266254
16,2022-05-24,19.928922555961517
17,2022-05-25,19.92817973943513
18,2022-05-26,19.94760100358698
19,2022-05-27,19.96006380554451
20,2022-05-31,20.00427369857253
