,timestamp,capital
0,2023-05-01,20.0
1,2023-05-02,19.998498285519112
2,2023-05-03,20.02631949786438
3,2023-05-04,20.035827673226034
4,2023-05-05,20.04696482333082
5,2023-05-08,20.085145241626094
6,2023-05-09,20.096536915872488
7,2023-05-10,20.087603054035082
8,2023-05-11,20.08080064525693
9,2023-05-12,20.09326380856816
10,2023-05-15,20.094032358613788
11,2023-05-16,20.092157444440502
12,2023-05-17,20.080457990151693
13,2023-05-18,20.11205402396594
14,2023-05-19,20.0982010295131
15,2023-05-22,20.094923095565413
16,2023-05-23,20.09644874272979
17,2023-05-24,20.099993282595065
18,2023-05-25,20.068117157667473
19,2023-05-26,20.042233973354204
20,2023-05-30,20.010090756440363
21,2023-05-31,19.990949398258127
