,timestamp,capital
0,2024-08-01,20.0
1,2024-08-02,20.056049453633662
2,2024-08-05,19.99071073462448
3,2024-08-06,20.029283494332084
4,2024-08-07,20.084262444680988
5,2024-08-08,20.09025150643791
6,2024-08-09,20.09951204092038
7,2024-08-12,20.24873714195627
8,2024-08-13,20.215969663319168
9,2024-08-14,20.240400281606767
10,2024-08-15,20.266445592520817
11,2024-08-16,20.295076262705923
12,2024-08-19,20.299311815885748
13,2024-08-20,20.30550645538513
14,2024-08-21,20.287443080127566
15,2024-08-22,20.281115812741664
16,2024-08-23,20.263056208207544
17,2024-08-26,20.27370563475633
18,2024-08-27,20.258670501259484
19,2024-08-28,20.256488985429925
20,2024-08-29,20.25067723950311
21,2024-08-30,20.259445555245325
