,timestamp,capital
0,2021-11-01,20.000000000000004
1,2021-11-02,19.989641382765733
2,2021-11-03,19.970014060396576
3,2021-11-04,19.974663281670505
4,2021-11-05,19.951321657344096
5,2021-11-08,19.928310306329166
6,2021-11-09,19.922173438866125
7,2021-11-10,19.92976182061182
8,2021-11-11,19.942277512937615
9,2021-11-12,19.941077672769865
10,2021-11-15,19.940683675505316
11,2021-11-16,19.957337537126413
12,2021-11-17,19.951875429675614
13,2021-11-18,19.94007241624941
14,2021-11-19,19.915325722447722
15,2021-11-22,19.9276379279157
16,2021-11-23,19.94083474452944
17,2021-11-24,19.923287472701563
18,2021-11-26,19.89712640254245
19,2021-11-29,19.922037348337632
20,2021-11-30,19.917933084442712
