,timestamp,capital
0,2020-03-02,20.0
1,2020-03-03,20.026006248318023
2,2020-03-04,20.027603511011343
3,2020-03-05,19.98937251281649
4,2020-03-06,19.86744916214632
5,2020-03-09,19.938659146315505
6,2020-03-10,19.89870422089911
7,2020-03-11,19.98984666676128
8,2020-03-12,19.939574025308673
9,2020-03-13,19.871047193960585
10,2020-03-16,19.576101096160553
11,2020-03-17,19.877371244616924
12,2020-03-18,19.868897377555147
13,2020-03-19,19.936399310318137
14,2020-03-20,20.073405035279006
15,2020-03-23,20.136959558401355
16,2020-03-24,20.142137372377864
17,2020-03-25,20.16918653421056
18,2020-03-26,20.225323200456593
19,2020-03-27,20.213001932611856
20,2020-03-30,20.377302352788377
21,2020-03-31,20.4416134757419
