,timestamp,capital
0,2023-12-01,19.999999999999996
1,2023-12-04,19.977163102136796
2,2023-12-05,20.000863867144503
3,2023-12-06,20.01501475384874
4,2023-12-07,20.019133252528626
5,2023-12-08,20.028118303109633
6,2023-12-11,20.017878226239617
7,2023-12-12,19.999164929426794
8,2023-12-13,19.929763427759866
9,2023-12-14,19.92832306643162
10,2023-12-15,19.93108539600228
11,2023-12-18,19.966203366222118
12,2023-12-19,19.95824191731445
13,2023-12-20,19.99384966044819
14,2023-12-21,19.9828353328488
15,2023-12-22,19.987572800140253
16,2023-12-26,19.973996562960387
17,2023-12-27,19.969678885323976
18,2023-12-28,19.95001576796803
19,2023-12-29,19.95540084755716
