,timestamp,capital
0,2021-02-01,20.000000000000004
1,2021-02-02,20.006909115954976
2,2021-02-03,20.011911516973854
3,2021-02-04,20.02507436434542
4,2021-02-05,20.04067924888556
5,2021-02-08,20.037817293238568
6,2021-02-09,20.04517473338355
7,2021-02-10,20.00719354981193
8,2021-02-11,20.02749976730079
9,2021-02-12,19.94506829514667
10,2021-02-16,19.981707848233754
11,2021-02-17,20.032713238729002
12,2021-02-18,20.05428881171343
13,2021-02-19,20.060694297882073
14,2021-02-22,20.112027421222354
15,2021-02-23,20.15354225493561
16,2021-02-24,20.15757247604444
17,2021-02-25,20.21609629695916
18,2021-02-26,20.228497274285118
