,timestamp,capital
0,2022-12-01,20.0
1,2022-12-02,20.004384958141774
2,2022-12-05,19.999938070174778
3,2022-12-06,19.984348588572285
4,2022-12-07,19.99911044343263
5,2022-12-08,19.989027974577183
6,2022-12-09,19.96499936953053
7,2022-12-12,19.951831614205542
8,2022-12-13,19.96122026630949
9,2022-12-14,19.975889639494184
10,2022-12-15,19.868759396498405
11,2022-12-16,19.937535897982016
12,2022-12-19,19.89812845420478
13,2022-12-20,19.91779052715048
14,2022-12-21,19.93101914866755
15,2022-12-22,19.85919113329241
16,2022-12-23,19.945817663184
17,2022-12-27,19.96732608192353
18,2022-12-28,19.95781235871923
19,2022-12-29,19.923631325515448
20,2022-12-30,19.91925329371922
