,timestamp,capital
0,2023-10-02,20.0
1,2023-10-03,19.983668012384065
2,2023-10-04,20.025224652505536
3,2023-10-05,20.07022907772966
4,2023-10-06,20.053066868335954
5,2023-10-09,20.039593800262306
6,2023-10-10,19.99595311163883
7,2023-10-11,19.9555134674234
8,2023-10-12,19.939235304730914
9,2023-10-13,19.888226335757157
10,2023-10-16,19.916352879309848
11,2023-10-17,19.915527995472825
12,2023-10-18,19.92388256885269
13,2023-10-19,19.90202760359957
14,2023-10-20,19.915554147044997
15,2023-10-23,19.89823821595303
16,2023-10-24,19.876804182242548
17,2023-10-25,19.892764029560944
18,2023-10-26,19.912767746261196
19,2023-10-27,19.897093943166645
20,2023-10-30,19.926478527570815
21,2023-10-31,19.93080725968802
