,timestamp,capital
0,2022-10-03,20.0
1,2022-10-04,19.967101395137366
2,2022-10-05,19.956202357160183
3,2022-10-06,19.921111135345626
4,2022-10-07,19.926603980760582
5,2022-10-10,19.944444600379004
6,2022-10-11,19.977537346293484
7,2022-10-12,19.959133542921325
8,2022-10-13,20.047120421631153
9,2022-10-14,19.979608429212384
10,2022-10-17,19.98349989448032
11,2022-10-18,19.982985979852863
12,2022-10-19,19.98005030925857
13,2022-10-20,19.973516926977357
14,2022-10-21,19.936764086312447
15,2022-10-24,19.944750575190724
16,2022-10-25,19.931326944143795
17,2022-10-26,19.94941369065009
18,2022-10-27,19.941303865092348
19,2022-10-28,19.947265207173526
20,2022-10-31,19.947029110478933
