,timestamp,capital
0,2024-04-01,20.0
1,2024-04-02,20.0
2,2024-04-03,20.0
3,2024-04-04,19.99245834958888
4,2024-04-05,19.99394500897114
5,2024-04-08,19.98755308787282
6,2024-04-09,20.003183093402857
7,2024-04-10,20.00268579997392
8,2024-04-11,19.99724679718965
9,2024-04-12,20.01304976767101
10,2024-04-15,19.994230121138717
11,2024-04-16,20.02338080063537
12,2024-04-17,19.991854226030604
13,2024-04-18,19.993554143483784
14,2024-04-19,19.996171360301446
15,2024-04-22,20.002853965303384
16,2024-04-23,19.991741598265026
17,2024-04-24,20.03033605861272
18,2024-04-25,20.05968526487498
19,2024-04-26,20.06081741255003
20,2024-04-29,20.048798742796045
21,2024-04-30,20.013529503202385
